gene,methylation_expr_corr,scaling_factor,modulation_type
SPICE1,-0.042145416,0.95785457,suppression
SPIDR,0.008343975,1.0083439,enhancement
SPIN1,-0.028077954,0.97192204,suppression
SPIN3,0.034852583,1.0348526,enhancement
SPIN4,-0.07567864,0.92432135,suppression
SPINK2,-0.09737355,0.90262645,suppression
SPIRE1,-0.038484704,0.9615153,suppression
SPIRE2,0.0059099197,1.0059099,enhancement
SPNS1,0.043745216,1.0437452,enhancement
SPOCK1,-0.068269335,0.9317307,suppression
SPON1,9.2540846e-05,1.0000925,enhancement
SPON2,-0.31631848,0.6836815,suppression
SPOP,0.051603533,1.0516036,enhancement
SPPL2A,0.033370312,1.0333703,enhancement
SPPL2B,0.031679373,1.0316794,enhancement
SPPL3,-0.00059534004,0.99940467,suppression
SPR,-0.0065740407,0.99342597,suppression
SPRED1,-0.018487804,0.9815122,suppression
SPRED2,0.053694047,1.053694,enhancement
SPRN,-0.012987573,0.98701245,suppression
SPRTN,-0.08865511,0.9113449,suppression
SPRY1,-0.054396555,0.94560343,suppression
SPRY3,-0.049167458,0.95083255,suppression
SPRY4,0.013984165,1.0139842,enhancement
SPRYD3,-0.029283214,0.9707168,suppression
SPRYD4,-0.009314426,0.9906856,suppression
SPRYD7,-0.03170264,0.96829736,suppression
SPSB2,-0.010454924,0.98954505,suppression
SPSB4,0.0073496583,1.0073496,enhancement
SPTB,-0.02174262,0.97825736,suppression
SPTBN4,-0.024139984,0.97586,suppression
SPTLC2,0.038706146,1.0387062,enhancement
SPTSSA,-0.008210717,0.9917893,suppression
SPTSSB,-0.071209684,0.92879033,suppression
SQLE,0.0061641904,1.0061642,enhancement
SRA1,-0.12793593,0.87206405,suppression
SRCAP,0.07506791,1.0750679,enhancement
SRCIN1,0.06407684,1.0640769,enhancement
SRD5A2,-0.016067514,0.9839325,suppression
SREBF1,-0.0030133547,0.9969866,suppression
SREK1,0.04480973,1.0448097,enhancement
SREK1IP1,0.0010616176,1.0010616,enhancement
SRFBP1,-0.021435983,0.978564,suppression
SRGAP1,0.09508304,1.095083,enhancement
SRGAP3,-0.022001386,0.9779986,suppression
SRP14,0.012152486,1.0121524,enhancement
SRP19,-0.011769592,0.9882304,suppression
SRP54,-0.032702852,0.96729714,suppression
SRP9,-0.029646931,0.97035307,suppression
SRPK2,-0.09087536,0.9091246,suppression
SRPK3,-0.14099075,0.85900927,suppression
SRPRB,0.071950294,1.0719503,enhancement
SRPX,-0.08002701,0.919973,suppression
SRR,0.027933516,1.0279335,enhancement
SRRD,0.02286111,1.0228611,enhancement
SRRM1,0.026570197,1.0265702,enhancement
SRSF12,-0.26325098,0.73674905,suppression
SRSF2,0.008007814,1.0080078,enhancement
SRSF5,0.091461115,1.0914611,enhancement
SRSF7,0.06472059,1.0647206,enhancement
SRSF9,0.04564236,1.0456424,enhancement
SS18L1,0.034897182,1.0348972,enhancement
SS18L2,0.08028823,1.0802882,enhancement
SSB,-0.059172977,0.940827,suppression
SSBP1,0.0023085666,1.0023086,enhancement
SSBP3,0.043480627,1.0434806,enhancement
SSBP4,0.0399274,1.0399274,enhancement
SSH2,0.033542756,1.0335428,enhancement
SSNA1,0.036951877,1.0369519,enhancement
SSR1,0.014194823,1.0141948,enhancement
SSR3,0.0074646943,1.0074646,enhancement
SSR4P1,-0.023279082,0.9767209,suppression
SSRP1,0.01285684,1.0128568,enhancement
SSTR2,0.06760145,1.0676014,enhancement
SSTR3,-0.030378452,0.96962154,suppression
SSTR4,-0.022845963,0.977154,suppression
SSTR5,0.008342041,1.008342,enhancement
SSU72,-0.015488016,0.984512,suppression
ST13,-0.014161849,0.9858382,suppression
ST3GAL1,0.013783588,1.0137836,enhancement
ST3GAL2,-0.036754664,0.96324533,suppression
ST3GAL3,0.0472969,1.0472969,enhancement
ST3GAL4,-0.026772717,0.97322726,suppression
ST3GAL6,-0.10284964,0.89715034,suppression
ST6GAL1,-0.36173445,0.63826555,suppression
ST6GAL2,0.03029886,1.0302988,enhancement
ST6GALNAC4,-0.19137527,0.80862474,suppression
ST6GALNAC6,0.03354609,1.0335461,enhancement
ST7,0.020379186,1.0203792,enhancement
ST7L,-0.045658536,0.9543415,suppression
ST8SIA1,-0.18166035,0.81833965,suppression
ST8SIA2,-0.11778255,0.88221747,suppression
ST8SIA3,-0.017640922,0.98235905,suppression
ST8SIA5,0.020902282,1.0209023,enhancement
ST8SIA6,-0.14180131,0.8581987,suppression
STAC2,-0.2149778,0.7850222,suppression
STAG2,-0.096322894,0.9036771,suppression
STAG3,0.075955145,1.0759552,enhancement
STAG3L5P-PVRIG2P-PILRB,0.09613866,1.0961387,enhancement
STAM,-0.037507642,0.96249235,suppression
STAM2,-0.09633487,0.9036651,suppression
STAMBP,-0.039837793,0.9601622,suppression
STAP2,-0.29416868,0.7058313,suppression
STARD3,0.10600246,1.1060024,enhancement
STARD3NL,0.00726294,1.007263,enhancement
STARD4,0.01061285,1.0106128,enhancement
STARD5,0.037718825,1.0377188,enhancement
STARD7,0.011119736,1.0111197,enhancement
STARD9,-0.019059574,0.9809404,suppression
STAT1,-0.0001514232,0.9998486,suppression
STAT2,0.05235064,1.0523506,enhancement
STAT3,0.014852804,1.0148528,enhancement
STAT5A,-0.25166085,0.7483392,suppression
STAT5B,-0.06015446,0.93984556,suppression
STAT6,0.0072257197,1.0072258,enhancement
STAU2,-0.02033813,0.9796619,suppression
STC2,-0.14380549,0.8561945,suppression
STEAP1B,-0.06291407,0.9370859,suppression
STEAP2,-0.29958576,0.70041424,suppression
STEAP3,-0.05825983,0.94174016,suppression
STEAP4,-0.16936418,0.8306358,suppression
STIL,0.030791122,1.0307912,enhancement
STIM2,-0.03926605,0.96073395,suppression
STIP1,0.049719427,1.0497195,enhancement
STK11,0.0056657684,1.0056658,enhancement
STK11IP,0.07868004,1.07868,enhancement
STK16,0.009038373,1.0090383,enhancement
STK19,-0.075892866,0.92410713,suppression
STK24,0.027332293,1.0273323,enhancement
STK32A,-0.047285262,0.95271474,suppression
STK32B,-0.37619764,0.62380236,suppression
STK32C,-0.022949139,0.97705084,suppression
STK33,0.023293952,1.023294,enhancement
STK35,0.02512438,1.0251244,enhancement
STK36,0.06323798,1.063238,enhancement
STK38L,-0.06606356,0.9339364,suppression
STK39,-0.0763922,0.9236078,suppression
STK40,0.05514455,1.0551445,enhancement
STKLD1,-0.034908272,0.9650917,suppression
STMND1,-0.18245536,0.81754464,suppression
STOM,-0.05562579,0.9443742,suppression
STOML1,0.03973753,1.0397376,enhancement
STOML2,-0.029917281,0.9700827,suppression
STON1,0.03233383,1.0323339,enhancement
STON2,0.08089979,1.0808998,enhancement
STOX2,-0.3350125,0.6649875,suppression
STPG1,0.010964102,1.0109642,enhancement
STPG2,0.01952283,1.0195228,enhancement
STRA6,-0.06941088,0.93058914,suppression
STRADB,-0.006575348,0.99342465,suppression
STRAP,-0.0018210848,0.9981789,suppression
STRIP2,0.04763606,1.047636,enhancement
STRN,0.039410245,1.0394102,enhancement
STRN3,-0.021758119,0.97824186,suppression
STT3A,0.021546178,1.0215461,enhancement
STT3B,-0.08178271,0.9182173,suppression
STX10,0.02371323,1.0237132,enhancement
STX11,-0.092184596,0.9078154,suppression
STX16,0.04303159,1.0430316,enhancement
STX17,-0.014230471,0.9857695,suppression
STX18,0.025525166,1.0255252,enhancement
STX1B,-0.028102167,0.97189784,suppression
STX2,-0.07499368,0.92500633,suppression
STX4,0.08787059,1.0878706,enhancement
STX5,-0.039918356,0.96008164,suppression
STXBP3,-0.034008656,0.9659913,suppression
STXBP4,0.05859755,1.0585976,enhancement
SUCLG1,-0.07382138,0.92617863,suppression
SUCLG2,-0.029504787,0.9704952,suppression
SUDS3,-0.032089464,0.9679105,suppression
SUGCT,0.04142562,1.0414256,enhancement
SUGP1,0.10593794,1.105938,enhancement
SUGP2,0.1444416,1.1444416,enhancement
SUGT1P1,-0.041971765,0.95802826,suppression
SUGT1P3,0.021490362,1.0214903,enhancement
SULF2,-0.14492361,0.8550764,suppression
SULT1A1,0.033299826,1.0332998,enhancement
SULT1A2,-0.14160918,0.8583908,suppression
SULT2B1,-0.122317895,0.8776821,suppression
SUMF2,-0.01873949,0.98126054,suppression
SUMO3,-0.15358165,0.8464184,suppression
SUN1,-0.019220779,0.98077923,suppression
SUN2,0.0068231025,1.0068231,enhancement
SUOX,-0.13274059,0.8672594,suppression
SUPT20H,-0.012978563,0.98702145,suppression
SUPT3H,-0.014865114,0.9851349,suppression
SUPT4H1,0.07910771,1.0791078,enhancement
SUPT5H,0.0857032,1.0857033,enhancement
SUPT6H,0.082095236,1.0820953,enhancement
SUPT7L,0.039638687,1.0396386,enhancement
SUPV3L1,0.027218174,1.0272182,enhancement
SURF1,0.015890062,1.0158901,enhancement
SURF2,-0.011998754,0.9880012,suppression
SURF4,0.07396155,1.0739615,enhancement
SURF6,0.03841934,1.0384194,enhancement
SUSD3,-0.20679297,0.79320705,suppression
SUSD4,-0.09727496,0.90272504,suppression
SUV39H1,-0.13146313,0.8685369,suppression
SUV39H2,0.059933584,1.0599335,enhancement
SUZ12,0.088340715,1.0883408,enhancement
SVEP1,-0.02081524,0.97918475,suppression
SWI5,-0.055291314,0.9447087,suppression
SWT1,0.011341296,1.0113413,enhancement
SYBU,-0.10241423,0.89758575,suppression
SYCE1,-0.1980012,0.8019988,suppression
SYCE2,0.011664617,1.0116646,enhancement
SYCP2,-0.58472973,0.41527027,suppression
SYCP3,0.023338078,1.0233381,enhancement
SYDE2,0.013621589,1.0136216,enhancement
SYF2,-0.06803688,0.93196315,suppression
SYMPK,-0.009381834,0.99061817,suppression
SYNCRIP,-0.03946751,0.9605325,suppression
SYNE1,-0.024617849,0.97538215,suppression
SYNE2,-0.0018890384,0.99811095,suppression
SYNGR1,0.015570354,1.0155704,enhancement
SYNGR2,0.035524942,1.035525,enhancement
SYNGR4,0.00083739054,1.0008374,enhancement
SYNJ2,0.07332601,1.073326,enhancement
SYNJ2BP,-0.16134001,0.83866,suppression
SYNM,-0.22512987,0.77487016,suppression
SYNPO,0.032315556,1.0323156,enhancement
SYPL1,-0.040061153,0.9599388,suppression
SYPL2,-0.03061248,0.96938753,suppression
SYS1,0.069819346,1.0698193,enhancement
SYT1,-0.12087282,0.8791272,suppression
SYT12,-0.1933126,0.8066874,suppression
SYT13,-0.39806342,0.6019366,suppression
SYT14,-0.039830893,0.9601691,suppression
SYT15,-0.1562913,0.8437087,suppression
SYT17,-0.0690602,0.9309398,suppression
SYT2,-0.008319091,0.9916809,suppression
SYT3,-0.029904611,0.9700954,suppression
SYT5,0.023586856,1.0235869,enhancement
SYT6,-0.013986015,0.986014,suppression
SYT9,-0.35344565,0.64655435,suppression
SYTL1,-0.059522208,0.9404778,suppression
SYTL2,-0.073628254,0.92637175,suppression
SYTL4,-0.015048344,0.9849517,suppression
SYVN1,0.038744528,1.0387446,enhancement
SZRD1,-0.023264438,0.9767356,suppression
SZT2,0.00642243,1.0064224,enhancement
TAB1,0.03920983,1.0392098,enhancement
TAB3,-0.004330027,0.99566996,suppression
TACC1,-0.24412046,0.7558795,suppression
TACC2,-0.0499486,0.9500514,suppression
TACC3,0.053752158,1.0537522,enhancement
TACO1,0.04155624,1.0415562,enhancement
TACR1,-0.017728176,0.98227185,suppression
TACR2,-0.0053843246,0.9946157,suppression
TACSTD2,-0.09292868,0.90707135,suppression
TADA1,0.01545428,1.0154543,enhancement
TADA2A,-0.009057639,0.99094236,suppression
TADA3,-0.045030605,0.9549694,suppression
TAF1,-0.018037139,0.98196286,suppression
TAF10,0.08859516,1.0885952,enhancement
TAF12,-0.010228844,0.9897711,suppression
TAF13,-0.06792513,0.93207484,suppression
TAF1C,0.107928894,1.1079289,enhancement
TAF2,-0.098514006,0.901486,suppression
TAF3,0.013977826,1.0139778,enhancement
TAF4,0.06330833,1.0633084,enhancement
TAF5L,0.06257302,1.0625731,enhancement
TAF6L,0.031991594,1.0319916,enhancement
TAF7,-0.25696024,0.7430397,suppression
TAF7L,-0.033025768,0.96697426,suppression
TAF8,0.056424517,1.0564245,enhancement
TAGLN,-0.35312176,0.64687824,suppression
TAL1,0.024961019,1.024961,enhancement
TALDO1,-0.0038909665,0.996109,suppression
TANC1,-0.13923386,0.8607662,suppression
TANGO2,0.019642614,1.0196426,enhancement
TANGO6,0.045827817,1.0458279,enhancement
TANK,0.011257822,1.0112578,enhancement
TAOK1,0.06830442,1.0683044,enhancement
TAOK2,0.08446067,1.0844606,enhancement
TAOK3,-0.0013759576,0.998624,suppression
TAP1,-0.065956496,0.9340435,suppression
TAP2,0.03805608,1.0380561,enhancement
TAPBP,0.07984932,1.0798494,enhancement
TAPBPL,-0.039453577,0.96054643,suppression
TAPT1,0.02032275,1.0203228,enhancement
TARBP2,0.054300394,1.0543004,enhancement
TARDBP,0.07069597,1.070696,enhancement
TARS2,0.0031711778,1.0031712,enhancement
TAS1R1,-0.067169406,0.9328306,suppression
TAS1R3,-0.06240142,0.9375986,suppression
TASP1,-0.03430736,0.96569264,suppression
TAT,-0.026403094,0.97359693,suppression
TATDN1,0.030605089,1.0306051,enhancement
TATDN2,0.045063134,1.0450631,enhancement
TATDN3,0.036481615,1.0364816,enhancement
TBC1D1,0.009555202,1.0095552,enhancement
TBC1D10A,-0.026740747,0.97325927,suppression
TBC1D10B,0.041110612,1.0411106,enhancement
TBC1D10C,-0.64077353,0.35922647,suppression
TBC1D12,-0.007298939,0.99270105,suppression
TBC1D13,0.03426316,1.0342631,enhancement
TBC1D14,0.03910688,1.0391068,enhancement
TBC1D15,-0.060790103,0.9392099,suppression
TBC1D16,0.007534474,1.0075345,enhancement
TBC1D17,0.035281822,1.0352818,enhancement
TBC1D19,0.004645196,1.0046452,enhancement
TBC1D20,0.069886826,1.0698868,enhancement
TBC1D22A,0.039387114,1.0393871,enhancement
TBC1D22B,0.033424996,1.033425,enhancement
TBC1D24,0.08124339,1.0812434,enhancement
TBC1D25,-0.050515432,0.9494846,suppression
TBC1D26,0.00942227,1.0094223,enhancement
TBC1D2B,0.043961972,1.043962,enhancement
TBC1D4,-0.0025376575,0.99746233,suppression
TBC1D7,0.012437818,1.0124378,enhancement
TBC1D9,-0.10764412,0.89235586,suppression
TBC1D9B,0.04360677,1.0436068,enhancement
TBCA,-0.016962178,0.9830378,suppression
TBCB,0.0144152595,1.0144153,enhancement
TBCC,-0.057302713,0.9426973,suppression
TBCCD1,0.009287603,1.0092876,enhancement
TBCD,0.093592204,1.0935922,enhancement
TBKBP1,-0.026500978,0.973499,suppression
TBL1X,-0.12311092,0.8768891,suppression
TBL1XR1,0.0039532697,1.0039532,enhancement
TBL2,0.011697164,1.0116972,enhancement
TBL3,-0.08173896,0.91826105,suppression
TBP,0.023562264,1.0235623,enhancement
TBPL1,-0.08829032,0.91170967,suppression
TBPL2,-0.005786194,0.9942138,suppression
TBX1,0.050023925,1.0500239,enhancement
TBX2,-0.025435943,0.9745641,suppression
TBX20,0.028874332,1.0288743,enhancement
TBX21,0.04452479,1.0445248,enhancement
TBX3,-0.08728002,0.91271996,suppression
TBX4,0.022582226,1.0225822,enhancement
TBX5,-0.028412286,0.9715877,suppression
TBX6,0.036927607,1.0369276,enhancement
TBXA2R,-0.001992218,0.9980078,suppression
TCAIM,-0.08256662,0.9174334,suppression
TCEA1,-0.009801161,0.99019885,suppression
TCEAL1,0.06016909,1.0601691,enhancement
TCEAL3,-0.045911986,0.95408803,suppression
TCEANC,0.02306052,1.0230606,enhancement
TCERG1,0.054066192,1.0540662,enhancement
TCERG1L,-0.14840426,0.85159576,suppression
TCF12,-0.030539107,0.9694609,suppression
TCF15,-0.036198683,0.9638013,suppression
TCF19,-0.022398701,0.9776013,suppression
TCF21,-0.0006460748,0.99935395,suppression
TCF25,0.060545616,1.0605456,enhancement
TCF3,0.020028455,1.0200285,enhancement
TCF7L2,0.024912316,1.0249124,enhancement
TCHP,-0.001015074,0.99898493,suppression
TCIRG1,-0.053200778,0.9467992,suppression
TCL1B,-0.041775696,0.9582243,suppression
TCOF1,-0.022623476,0.9773765,suppression
TCP1,-0.056076493,0.94392353,suppression
TCP11L1,-0.038265597,0.9617344,suppression
TCP11L2,0.004493554,1.0044936,enhancement
TCTA,0.058663268,1.0586632,enhancement
TCTN1,0.062911876,1.0629119,enhancement
TCTN2,0.07916364,1.0791637,enhancement
TCTN3,-0.050999813,0.9490002,suppression
TDGF1,-0.004229262,0.99577075,suppression
TDP1,0.07350679,1.0735068,enhancement
TDRD10,-0.14484872,0.8551513,suppression
TDRD12,-0.0080467975,0.9919532,suppression
TDRD7,0.06565969,1.0656596,enhancement
TDRKH,-0.03790064,0.9620994,suppression
TDRP,-0.340863,0.659137,suppression
TEAD1,-0.044359136,0.95564085,suppression
TEAD2,-0.107845314,0.8921547,suppression
TEAD3,0.026812704,1.0268127,enhancement
TEAD4,-0.087414846,0.91258514,suppression
TECPR1,0.046858985,1.046859,enhancement
TECPR2,0.05936013,1.0593601,enhancement
TEF,0.016656311,1.0166563,enhancement
TEKT1,-0.038499866,0.9615001,suppression
TEKT2,-0.19407275,0.8059273,suppression
TEKT3,-0.20911817,0.7908818,suppression
TELO2,-0.22032358,0.77967644,suppression
TENM4,-0.027984997,0.972015,suppression
TERC,0.023350747,1.0233507,enhancement
TERF2,-0.0075614443,0.99243855,suppression
TERF2IP,0.038591776,1.0385917,enhancement
TES,-0.259698,0.74030197,suppression
TESK2,0.022472672,1.0224726,enhancement
TEX10,-0.050446432,0.94955355,suppression
TEX101,-0.028291607,0.9717084,suppression
TEX12,0.005718072,1.0057181,enhancement
TEX14BP,-0.014300851,0.9856992,suppression
TEX22,0.01702322,1.0170232,enhancement
TEX26,0.00903731,1.0090373,enhancement
TEX264,0.06875923,1.0687592,enhancement
TEX28,-0.0070399423,0.99296004,suppression
TEX29,0.042613056,1.042613,enhancement
TEX30,0.03130248,1.0313025,enhancement
TFAP2C,-0.02382534,0.97617465,suppression
TFAP2E,0.02715208,1.0271521,enhancement
TFAP4,0.07235928,1.0723593,enhancement
TFB1M,0.04388628,1.0438863,enhancement
TFB2M,0.0017739668,1.001774,enhancement
TFCP2,-0.18491286,0.81508714,suppression
TFCP2L1,-0.13254456,0.8674554,suppression
TFDP1,-0.001410118,0.9985899,suppression
TFDP2,-0.011398619,0.9886014,suppression
TFEB,0.0026673223,1.0026673,enhancement
TFF2,-0.2584819,0.74151814,suppression
TFG,-0.010819301,0.9891807,suppression
TFIP11,0.033891827,1.0338918,enhancement
TFR2,-0.12036806,0.87963194,suppression
TFRC,-0.02224027,0.9777597,suppression
TGDS,0.0023927102,1.0023928,enhancement
TGFB1,-0.040550783,0.95944923,suppression
TGFB2,-0.12845148,0.87154853,suppression
TGFB3,-0.0035317251,0.99646825,suppression
TGFBR1,-0.01087645,0.9891235,suppression
TGFBR3,-0.23365608,0.76634395,suppression
TGFBRAP1,0.046369668,1.0463697,enhancement
TGIF1,-0.036085077,0.96391493,suppression
TGIF2,0.010186716,1.0101867,enhancement
TGM2,-0.031620804,0.9683792,suppression
TGS1,0.016374981,1.016375,enhancement
TH,0.1106456,1.1106457,enhancement
THAP10,-0.064657554,0.93534243,suppression
THAP11,-0.028085643,0.97191435,suppression
THAP2,-0.025530364,0.97446966,suppression
THAP3,-0.018296951,0.98170304,suppression
THAP4,0.05418258,1.0541825,enhancement
THAP7,0.032032058,1.032032,enhancement
THAP8,0.011821065,1.011821,enhancement
THBD,-0.07305561,0.9269444,suppression
THBS1,-0.10266391,0.89733607,suppression
THBS4,0.009161034,1.009161,enhancement
THEM4,-0.092438474,0.90756154,suppression
THEM5,-0.00039960368,0.9996004,suppression
THEM6,0.045468178,1.0454682,enhancement
THNSL2,-0.40659115,0.5934088,suppression
THOC1,0.014237307,1.0142373,enhancement
THOC2,-0.09299055,0.9070095,suppression
THOC7,-0.054748427,0.9452516,suppression
THOP1,0.04239791,1.0423979,enhancement
THPO,-0.30680382,0.6931962,suppression
THRA,0.027022636,1.0270226,enhancement
THRB,-0.033808667,0.96619135,suppression
THSD7A,-0.047242317,0.95275766,suppression
THUMPD3,0.009021475,1.0090215,enhancement
THYN1,-0.03578563,0.9642144,suppression
TIAL1,-0.018236319,0.98176366,suppression
TIAM1,-0.007989904,0.9920101,suppression
TICAM1,-0.023798632,0.97620136,suppression
TICRR,0.0066029127,1.0066029,enhancement
TIFA,-0.035464782,0.96453524,suppression
TIGD1,0.0060842787,1.0060843,enhancement
TIGD3,-0.008747915,0.99125206,suppression
TIGD4,-0.005458821,0.99454117,suppression
TIGD6,0.01714521,1.0171452,enhancement
TIGD7,-0.32971603,0.670284,suppression
TIMM10B,0.0034897856,1.0034897,enhancement
TIMM13,-0.014981147,0.98501885,suppression
TIMM17A,-0.09905308,0.9009469,suppression
TIMM21,-0.03371744,0.96628255,suppression
TIMM22,0.03773941,1.0377394,enhancement
TIMM44,0.10460381,1.1046038,enhancement
TIMMDC1,-0.03974311,0.9602569,suppression
TIMP2,-0.20866758,0.7913324,suppression
TINCR,-0.13755842,0.8624416,suppression
TINF2,-0.022448055,0.97755194,suppression
TIPARP,-0.13576417,0.8642358,suppression
TJP1,-0.13535343,0.86464655,suppression
TKTL1,-0.0073556015,0.99264437,suppression
TLCD1,0.03282135,1.0328213,enhancement
TLCD2,-0.016013373,0.9839866,suppression
TLE1,0.000120563775,1.0001205,enhancement
TLE3,0.040488485,1.0404885,enhancement
TLE6,-0.011201799,0.9887982,suppression
TLK2,0.013912772,1.0139128,enhancement
TLL2,0.028910015,1.02891,enhancement
TLR2,-0.02896272,0.97103727,suppression
TLR5,-0.1787893,0.8212107,suppression
TLX1,-0.1759624,0.8240376,suppression
TLX2,-0.006343327,0.9936567,suppression
TLX3,-0.0074175005,0.9925825,suppression
TM2D3,-0.04479728,0.9552027,suppression
TM6SF2,-0.06319455,0.9368054,suppression
TM7SF2,-0.12528074,0.87471926,suppression
TM9SF1,-0.019396702,0.9806033,suppression
TM9SF2,-0.046497386,0.9535026,suppression
TMA7,-0.010867393,0.9891326,suppression
TMC3,-0.05097307,0.94902694,suppression
TMC5,-0.12803283,0.8719672,suppression
TMC6,-0.25460824,0.7453917,suppression
TMC7,-0.17642345,0.82357657,suppression
TMCC1,0.011613912,1.011614,enhancement
TMCO1,-0.060958333,0.9390417,suppression
TMCO3,0.033444375,1.0334444,enhancement
TMCO4,0.017645149,1.0176451,enhancement
TMED1,0.018878484,1.0188785,enhancement
TMED10,-0.06752018,0.9324798,suppression
TMED2,-0.04442414,0.9555759,suppression
TMED4,0.04744501,1.047445,enhancement
